t_1,t_2
46.9665786673,136.209561056
33.0981707989,NA
65.3742001691,66.2074757099
72.176114865,127.582805022
62.7793940984,69.0868113486
25.3347154399,58.4435930461
35.1117123676,35.5851192033
27.5095905813,71.5629501906
9.89048567132,39.1343109078
67.1718213907,106.433143161
4.18737174041,42.4304052526
43.8820498867,72.1799951476
38.7767844619,52.9054894121
5.70992090028,68.221005051
31.4111554699,NA
26.1456015933,NA
34.4352712494,77.9490550357
3.79084839771,25.733166014
62.1009680425,111.018177361
39.1578551498,44.0103512219
0.68578104193,15.1185442623
79.818993715,120.889101473
NA,NA
50.986544815,NA
148.932551382,324.046449274
33.3974778073,NA
30.3227298625,NA
22.7719952939,41.9918895188
29.9840271959,39.3414461509
65.8583853315,154.3145017
29.6336250514,41.3911134296
33.6807019994,163.293059008
3.34456253518,16.4493811939
10.2763321362,10.4840963625
6.34364205812,8.79182661953
35.160163598,45.6249986763
43.6309353129,64.3855626516
6.73115823839,27.7547057712
1.98997473669,11.6104310686
8.05609873533,NA
31.9099708076,51.7998999618
40.5170588554,49.074955584
76.363754734,217.3300366
28.1257655019,62.2913614332
14.2461766127,77.3427610709
14.1411542824,NA
4.47369731663,41.2179622492
29.6775674043,75.139704086
29.6821168098,91.229411923
34.9032023455,38.8364571583
6.4521224288,42.174907559
8.52991799746,22.750451399
79.2715419607,116.31690776
0.716980483089,4.08667811628
66.1347079805,247.117976467
194.139188205,NA
135.188130805,268.878629498
24.2795491732,112.606807006
45.1529967682,NA
48.7836426914,59.5357240792
8.38242316836,10.2207627924
5.0667223175,51.4561360426
62.8667164027,114.419941041
42.0456583578,45.4450150266
63.7789494284,84.7531078188
22.7514513615,47.6751320498
6.75479428706,21.1454545318
21.6831387558,25.9296284555
27.4540139369,38.1136503505
64.2532743516,67.9103007549
14.8353608197,39.4906497015
101.178219208,106.946914125
3.2390758198,34.2599544723
68.7137711918,130.936448246
57.2319610112,90.1454743264
37.6724902483,51.6389344201
15.4644607428,22.4035695494
38.4220743068,53.3042222695
37.1284242317,66.8996724229
82.5737442336,89.3724318623
22.7988439813,23.8326626729
109.436175979,121.269886936
6.70582782572,405.045800907
78.7446367014,81.7128074073
2.54180066031,26.9211043365
36.5301901325,37.9397919818
36.0055256924,60.8270811093
25.9091709305,99.0407338902
6.09896328195,25.2157049943
32.0603799307,59.5289781201
10.0661750565,454.431575888
14.0078161632,20.0892396935
65.0518977698,65.4263847949
55.3501155159,68.077708682
29.8810830826,63.5572636601
3.09132379282,60.6186338989
14.5408042705,NA
38.6564978115,66.6432172569
28.3354012934,32.2808558356
84.2565789624,NA
4.17324335803,13.3589534918
10.3163685023,15.4862358057
30.6618199064,31.6340049711
41.9610716455,73.5809959228
51.1103843023,57.7105507071
15.4534973381,25.2775466274
30.7184573672,64.1424938679
36.8858282796,78.873806518
38.9494999615,50.8652930347
8.14940527714,12.4518338487
30.5250136074,32.0868594487
370.142446185,NA
39.7188771717,298.382800629
17.8142054965,NA
4.03403080838,42.3820102464
49.9303250935,82.2610285897
40.731897237,61.53379253
13.9937531862,104.279874603
91.6155134803,103.909403676
3.03251029325,5.08409118101
0.840336747977,44.9523754537
34.5339868294,52.6316303206
18.4324004893,21.9824945646
44.6673019061,66.34430647
73.8650524305,83.8635826005
41.7894990379,51.7661038488
13.3609353165,19.8312234712
33.3017827081,37.2989296797
32.6387216512,38.3097758398
38.4932712491,51.1134603279
2.54463300767,43.1398011641
97.9481378882,126.939366369
42.1831995561,46.3171986285
27.8071520294,NA
7.75218327237,24.9674364497
35.2657686783,54.5650692345
23.8222300153,NA
19.2311120129,56.9230750129
1.12829667143,5.44316520998
82.0813987929,102.885369154
44.2273457946,67.9242180614
34.2017340742,94.0316035042
38.35619071,87.1116152465
23.8279091313,34.0952583279
40.1366006195,52.6971918198
30.1274210492,32.1529910286
47.1425459799,58.3958600498
127.203150162,127.479209367
15.4401359377,17.6124088426
32.5337592323,42.0631827303
2.33213149184,7.85202610613
18.5025855391,NA
55.3792933861,64.9062903928
12.7446699187,41.8021062584
10.7462236332,14.3725478267
30.6386421563,176.88346238
36.995037618,49.5214235675
35.8386169244,37.3320836084
84.7398273334,95.8281503521
191.745276146,NA
43.8670346188,51.1038914871
30.6641415801,74.3777252668
20.3926394692,55.9255473448
30.5576119094,64.2440125378
46.395793445,84.6421729881
92.1451507563,222.950684242
30.275449877,55.1868665783
47.6989365057,53.8971441648
48.209405648,115.924489207
76.5556434486,82.4671658254
6.91861608709,69.7103847548
31.2633529461,41.4307620412
23.8629100884,34.0294740649
16.695047626,38.4911814321
15.7927680466,40.7506085935
102.650821725,NA
5.69256020555,27.8733284782
6.14155604671,42.8121211464
61.5464438966,91.2392017255
172.938342879,NA
50.9231163515,59.6080570801
45.3610947931,48.7477090881
19.9928954596,26.965192375
30.1251024788,30.5174312594
6.66973361228,29.7337614303
44.3101252927,63.0381096984
8.6443501427,11.2925413746
17.4801558067,24.0074965215
15.6332654526,25.9633321643
51.0311816435,56.0786553801
13.1337959856,59.7872890221
50.6127744145,115.882743874
3.59684306897,107.291853978
32.3425995631,56.8532365235
41.4811339551,57.4583086558
42.751472434,NA
64.4305301342,79.6314653675
23.9704120827,NA
18.3062638886,96.9746429984
0.394822414219,47.1332502781
10.8340882659,14.8366258871
39.3805009394,55.7067196477
17.510420161,21.5868267726
35.7470732516,72.4712648097
18.9603555042,60.3623254429
23.8401365773,NA
37.4747615771,42.8967672319
18.2601628299,20.7207695516
21.0303602164,70.3734962816
25.3672452877,73.1944634923
40.3021650154,100.115356428
135.880902972,196.235434396
115.090207512,130.42841656
58.8193241944,99.6847430281
40.8637702708,226.773050689
67.661883831,167.196726476
12.2174741072,87.573871641
11.2492518016,33.4758329296
26.2375271852,37.8160549537
62.2213797823,NA
16.6972211693,55.0742076091
37.4695541876,49.9209992281
13.090118857,21.6908438319
3.36468412714,5.07291510611
4.1363647246,77.2772005553
32.5857833289,334.665308042
4.84975695299,38.9163652561
46.8226746573,266.073411169
11.3332726914,12.5251912195
5.80116356255,15.3802715748
67.3786561527,258.728529908
20.3777542983,29.2448445554
7.32728531956,9.10115083751
99.9665234522,157.411571456
29.2919380939,40.544061289
43.6192468153,101.150906847
55.8417288279,120.047605495
3.3838359984,NA
24.7713758959,49.6693467622
22.968866345,64.1041463665
0.607597145802,NA
21.1059795036,75.6195406932
12.9817322177,35.0477938258
23.2460390086,28.9888345783
0.0356385414431,30.4768159508
7.04675346349,52.9381345734
44.7083009422,98.8761814404
35.8209864649,54.3572709829
55.6253107554,90.6226566968
32.8550601852,NA
24.5498118042,42.8355563696
60.7226712201,NA
62.3918468521,90.1505051946
48.1808705818,271.167760381
82.147232549,89.6490996756
42.672591566,44.4100892177
27.1613376123,28.5632633217
77.14709629,96.387686547
22.5983891272,76.6673352353
NA,NA
65.3210384987,177.095446221
58.9853923351,73.6100382907
20.7120305238,NA
14.3430731998,48.4549632006
244.026479459,257.14386513
13.6657860202,18.775123287
153.621379011,165.544035036
174.778465412,NA
32.9771148777,45.9365247174
38.3452962618,52.7016077065
84.5855986864,94.3382216681
9.00487263702,16.7867811582
14.1763820786,83.7073769509
22.194184595,80.985606763
14.2979139938,30.0170666086
26.3063176683,74.7210243562
60.1196868984,60.3118572658
115.825324376,126.364620488
2.89744427924,9.06022353753
1.19332182994,8.31493998885
45.185684467,83.8919814476
5.66197258887,71.0826014244
18.1506734329,87.9034687105
12.4541766196,38.0244834307
106.890605151,174.100265839
8.33331308909,16.0228943447
2.39914299942,41.4342108537
7.51882877906,32.351523012
54.8848678485,59.6747994938
16.167037695,75.7312733128
23.2145023263,33.8951461229
2.01756723524,24.3077579891
6.66086486137,NA
39.4941802778,42.6846851054
34.3447641591,105.418684872
6.25355190701,34.6060039266
36.5545389089,58.4780835508
40.8735370882,61.7945495099
59.491370138,80.6703399362
52.4656291847,NA
11.6935013452,27.7324916074
55.8349888582,NA
10.9522386593,48.3422012116
63.1670175113,NA
59.3128212413,88.1074073855
161.725106242,188.888504017
23.0370932144,62.1769828209
52.8057685981,NA
1.8311896868,8.16049419832
50.1174389758,145.863197849
44.6995274332,78.8944549074
37.6727295715,67.9476727432
28.356287876,29.199552224
21.0280179253,35.5078083989
14.335005567,65.0894513972
48.3792556578,58.6096945996
78.8538216287,236.855061213
18.058797871,70.2512715036
45.2418249113,58.4719352071
15.5163455881,28.7605161704
43.7010713765,60.9231655166
16.4953772214,24.9811842616
22.7922037298,30.9658947698
70.028097317,83.5134486307
154.746800559,190.439997598
19.8343301066,25.8326141414
88.8233179851,110.639321151
15.0580475173,25.6583317505
39.0537142563,41.8444072066
19.4583438565,54.0746250714
83.5290984946,103.81653446
31.1797339328,98.838049326
69.2782962388,94.8086419247
30.897180249,56.5959606016
39.2191187371,104.668953935
19.8936101152,32.0546371484
79.859251258,90.8164190294
49.1271717218,70.895368271
60.7256365023,91.4123551274
34.2387583632,64.4548834789
8.95334398146,31.3881655743
87.1290497452,99.0985425246
57.9059140898,61.1624926217
36.1552137244,69.0461545043
43.7670956207,57.7049459675
62.9010240343,85.5830598685
14.5644870613,17.8238865617
56.0181018745,101.247847141
17.5571305558,44.7813621713
66.7826805382,93.6539700537
10.7632956298,24.628297798
1.8153756198,45.1614068357
125.198961563,125.652863883
89.6776570545,110.313857428
24.8745292916,NA
23.9492993489,37.0929791957
13.4897705607,93.3350729242
52.8933449775,53.1124534411
26.5635569507,NA
17.0970632362,26.489548724
49.1769865975,56.2290340315
44.1132329156,51.0114317288
15.9744674404,16.4262442004
22.2633105379,47.6448780984
47.9500470935,61.2387675064
146.110797689,NA
15.8131934045,25.3007107939
109.627102635,157.284671157
78.3511595761,82.8667499769
35.0737562568,NA
45.2070496083,58.7394563157
115.147207665,221.26284979
79.7217859887,81.8342990693
17.8142159694,144.215560553
116.633961253,125.144212606
162.80088991,NA
33.0599984933,126.857493793
16.3149590381,32.8922295585
12.4858719104,39.2255641992
NA,NA
2.94281278598,3.30100507823
13.6845751928,27.992541118
23.7235269978,49.578594062
41.6029426046,144.866939236
23.2943481851,44.3465622511
13.1887229781,27.8382666019
26.9095661072,38.2092128729
56.7467298742,99.4933149555
3.20060662048,6.21950332721
26.1034906452,62.2473826578
94.6943776868,101.702468624
17.5218503328,42.0869030674
47.896018431,82.6069208784
26.988006189,53.3080715159
27.594101508,34.5233458075
20.2382299897,53.5731286338
148.944296878,330.579870294
6.74651229866,8.53486587586
8.0472178633,35.3196230487
9.89356158847,38.292138579
87.000147278,145.359826177
2.07381989546,2.74805390239
9.98060203076,86.9295282094
11.7434269721,43.5648765826
44.0046523752,77.4923594495
4.18772749477,57.1649581564
53.3351325736,63.5086742046
25.4929553101,39.7054915408
33.9422857963,57.6318011844
14.1956444833,40.9271981218
7.95910928685,17.976881756
67.1460667786,NA
19.4735729058,55.9162697235
10.0689792596,21.2570546572
36.2182011774,39.8788229033
4.14019856425,33.8564515871
27.6900367727,NA
0.492663188753,10.5034135939
11.750110829,42.7960775298
24.0358334849,36.8383581214
34.3328515386,61.577250321
8.52072790356,220.062185143
28.3214288777,28.8570658959
9.13709946697,NA
5.80953014413,81.7508507552
53.7018346215,61.9823795892
7.01271942027,40.5906752964
32.7426594843,48.2098300108
16.9469229302,21.2890473233
71.7976193607,90.5536998229
54.1419255673,NA
20.1340836829,29.2225260321
0.595226730394,0.67307820527
59.6195605085,NA
149.393435097,NA
9.23912994699,28.0832799269
92.5735232911,123.551063297
76.6445195082,373.823814188
45.7861506169,54.976255133
21.6569785634,46.3369399931
76.8958591667,145.673503855
34.3798959074,58.5651962443
170.238507169,NA
43.9625381561,69.3616398929
5.39088993976,22.5676961934
39.9327091235,284.794216295
5.8284688155,NA
90.2563622819,144.216867393
39.9254725107,42.1026726498
29.2022543352,83.8551409921
68.7901393806,118.236897936
9.09953479257,43.7484629836
12.833987708,77.8164484363
0.544337670195,259.526357642
66.992489435,73.2641782601
21.548734086,28.3859310993
46.2148973384,90.3241533106
20.6822253024,53.4126033187
1.50160590298,NA
25.8881874312,38.5758260793
47.4998854979,61.9397893909
21.5606113704,63.0779135241
10.3031276588,46.0861231956
96.4871477947,196.041505453
33.1462370529,55.8209356519
45.8762853913,60.1158636278
12.0124025925,47.1918163023
77.3747372506,NA
3.84679372908,35.4085856974
16.8334770483,16.8987986828
9.79363585875,36.3085542219
13.5565263634,93.7302056221
0.733134608734,19.3652087882
55.0340287562,NA
18.4474467886,78.0709218147
8.00021104027,34.2735247136
139.237743363,184.326471219
36.6287774275,105.356939007
15.0902608036,51.3629915547
33.5624859039,53.2361856166
15.3192839839,65.1357636427
13.7516781301,24.3460325615
22.1499323044,32.2158722729
19.5226792025,NA
18.9425615499,41.202215436
39.5883663298,NA
54.3097509752,58.991209507
22.8347076852,39.8285861692
4.46458493308,16.5575570041
43.5912925743,NA
26.8144381821,83.2699771777
3.79305708243,35.6228251386
12.6215676349,28.4727037764
52.9437844981,54.6898259756
85.081800947,89.2520985517
13.8290260575,80.6072351395
16.9737375057,72.1978918135
54.2371031229,77.5418106647
3.81003022922,NA
46.2825344966,244.424701476
18.9072491369,NA
44.6633271671,59.6379224413
10.8466201188,13.1771957395
34.2469844677,38.72112571
6.0385315153,41.970819627
80.5252411685,115.43616693
8.58581030288,30.046928107
68.5781444847,80.1610845928
7.13274746598,7.55797448722
10.121226736,28.372293981
53.4028688169,111.618217076
31.7065015751,53.5864532507
22.8957382004,42.2591274572
150.839741357,282.000650389
78.2737888321,114.659551542
NA,NA
NA,NA
41.7368237336,55.0093918494
1.98438575555,29.773432021
39.0181734755,44.447835737
20.9473459875,77.1147920557
74.0619005977,124.052638407
0.0500163315886,12.7058105789
5.56427106697,72.0711213906
6.29855327102,123.197334741
1.75908904532,52.6022741354
60.0407894247,NA
35.7916224606,422.414897293
12.6393232418,29.1916663385
1.69542801137,56.8520661776
76.38326082,87.91304629
2.62410749767,31.1131940032
19.5091827928,95.626201409
NA,NA
5.6330758247,55.5415152003
59.8541225638,78.0591118019
19.4815895609,22.0648568397
48.1644757752,93.9412908223
10.5272653412,20.4436943839
17.3585929362,70.6365836544
11.833985155,15.4070295059
85.09186813,NA
11.4296238436,21.9354572396
65.419074107,74.8387799372
NA,NA
34.3452279271,106.913411658
14.0228749443,23.960962652
16.4121483696,71.0488293674
112.745927269,172.296769263
29.3981451037,79.4683317827
13.0800464749,55.9534818208
31.5547242591,73.2532844335
49.8687938965,NA
54.8499780742,NA
35.2754027778,38.4668192079
14.00166322,85.557166849
18.8609446746,35.927489774
13.1498004866,73.336008052
78.8147376773,81.3163807934
27.2285747098,59.5208823464
35.037462944,48.0333561044
34.538755844,NA
34.1317534659,63.1373575345
76.2020434264,NA
11.8318145142,28.678763216
12.1433510278,59.9595305916
98.8362448939,102.419126562
22.467332964,57.3851393708
11.3134495762,48.7864471719
57.4905957974,87.1974902738
83.6947710942,88.1382999097
19.644396301,31.2207123897
59.8393457387,NA
75.6465787079,247.764017138
8.98450924263,NA
28.5884790683,86.4476755031
93.2141897386,142.930957958
43.5569559335,69.4489682454
19.947869367,240.972786238
7.01666124218,32.0180812908
66.5073675076,89.1323844779
11.7979815482,51.7922981118
27.1613027018,102.748761987
1.05491120034,17.9140366664
15.6901860123,48.147366972
4.7460923228,40.556068552
8.55494834477,41.5950456482
15.3782747062,70.4003386474
42.7068612941,56.1850945325
42.9385472082,100.286006925
1.6137971135,4.32702092398
7.07483109047,43.0496329803
17.146079328,90.3296005762
56.7129491945,56.8287069897
39.8059532381,52.288245382
104.710581802,114.003122188
7.64199383813,117.430622519
48.9211592306,63.7535805626
29.4381944789,62.8028554527
42.1640637352,129.16769429
29.0882277149,30.9961486534
45.0863009725,93.4946098967
47.1377869854,209.786105126
8.51844240358,51.8123392821
4.44501146043,16.7192512828
44.8355094888,NA
61.0560055468,92.6670678981
37.2760494441,38.1613272727
23.8363930074,69.2353613088
52.5664692684,76.6065553157
10.4301793514,182.373820674
69.1932144189,90.1503162269
95.6702228273,NA
61.5587760743,72.1377305473
58.2641627007,NA
71.3377711664,267.547554396
16.3208820059,20.3286705322
27.4892101856,111.414715456
16.259681891,18.0954439046
15.4045438244,48.7623222626
18.3700478256,71.678097394
23.8456521182,36.1830876003
59.4676188835,81.5768362634
10.1176183663,53.2269999379
167.86724422,NA
144.983711804,153.044229313
8.98591442453,28.0873754074
4.94901853925,19.6285697569
28.6569521491,40.1424980996
60.0275922128,101.918872248
23.8219076039,38.2277003956
15.3823285448,15.7729295794
9.58721842746,NA
4.49006454765,30.5486957559
219.287183268,NA
24.1210863323,25.2601623757
65.6790276064,101.956932927
21.7269773936,49.210766517
11.1326899264,59.1867631476
2.13839551254,16.4574140786
40.7793825583,81.8368172821
29.8303995735,84.638515837
70.4302500912,137.411499718
27.2561619457,42.7248886546
71.3142707916,106.178972585
63.4611271745,103.238250842
108.062141705,124.741348257
4.27693365876,12.7746792761
69.0414661706,121.838993156
27.4650437237,37.4781317615
39.0322342756,74.6590435973
64.752650597,116.798422543
40.3719439404,44.1106409368
4.71715976442,65.5859019592
87.3336940277,87.941997207
19.2332953263,32.6621772862
50.8201170952,56.7131086279
41.7824160352,48.7693629146
20.6836096894,50.4548885118
81.5728091144,131.580710241
3.27080282224,NA
32.1943035225,37.4080800714
1.12188634662,7.46122479479
37.7140873003,57.8210119057
1.64622518537,24.0006278297
13.9631188582,31.3305976933
6.08363975045,36.5594615772
32.8103758788,80.1974430284
10.9671717536,16.3149529099
4.75763448215,7.96421100008
124.99934198,239.392433843
9.40987586684,114.413663625
140.47472779,225.177495864
14.3613134612,20.4747944042
115.184921009,200.10572425
0.126611096415,7.12590608071
4.97766187505,36.3967062579
54.2057454078,74.1665225191
5.71105934957,44.8832821635
48.6710507554,94.1906819199
38.3213468369,42.4505209492
37.0799360022,38.036378046
69.2810700384,83.1517156236
10.9114125356,19.3253469582
21.3018215724,22.1935496497
17.9463522366,21.5164143087
22.9259816487,24.7961122485
38.485462207,53.8884092335
54.4180952737,75.2157134096
8.85510510943,93.7063854516
6.0779025933,62.7460817011
16.676722202,31.4170190413
25.7763682459,59.9617622251
36.0590675185,39.329237999
19.6480392794,NA
2.09995146491,44.1348741716
26.7948739907,NA
53.7019177754,74.1808626963
43.9399214005,45.4205077675
7.41055239598,29.9014620437
3.25802564255,51.5179550262
0.405995641281,NA
21.7064664206,NA
3.70989583495,19.6588028895
29.901780625,38.3091444912
7.28013286184,109.43202279
54.9841867964,68.4486669862
80.587339564,141.450254985
44.9008983925,112.253704478
111.91603714,134.139095566
33.2137535756,NA
31.6669707438,36.8592145454
20.5446195458,80.2883652921
1.80611692064,65.5796186925
328.166067699,NA
19.5881668825,NA
53.701135831,87.2105105424
35.6898968851,NA
13.5860375337,NA
11.7096714114,69.8482873091
10.450226973,13.1474865364
26.555785949,71.1683202853
58.5854187015,95.6661936222
4.01825705931,40.5019224538
46.46910494,76.0922154715
13.9272884306,75.6475809473
1.45717426153,80.2529195472
34.5292296061,67.3509407019
56.8031494479,57.5598250667
48.5761474034,56.6792461834
7.9060864323,23.6920824429
8.94925543537,23.3007659476
50.2219492444,64.6807838352
9.39486901968,21.8235075249
24.4266098625,46.5047814566
0.631743396446,71.0806616422
62.222384726,103.467804006
4.08918820833,36.4640451607
21.529343929,106.465371283
18.559326542,97.109914728
64.414181778,68.2692125048
9.12556617028,61.6889059539
25.674361853,44.0471100454
11.5718917351,325.429624899
58.8337657048,61.430234648
20.2435859447,NA
53.8319283852,54.2009919191
50.685372798,122.348738919
36.8133583769,58.9854299083
5.94960521571,34.3242313925
1.2414522366,17.5805677364
2.49414989546,16.6881111533
8.0114715605,199.23432041
5.0835373626,11.9015245525
36.8968826246,64.6108999224
10.4421966382,10.8028312496
23.715363239,47.4821445926
172.893106481,NA
3.7258155132,94.349462233
18.4644209285,137.558282929
62.0437042951,71.0835129622
47.4801806185,90.336002022
61.7607823742,88.8759396199
22.8034017508,48.2172120739
6.87926587654,26.6868798892
8.42483042743,49.1798018057
1.85519207308,NA
24.227185055,81.0206867297
25.7782170241,95.6993158319
44.8535138585,86.7328855541
21.240257027,33.1011318409
0.903803877675,8.57737368798
6.28752216435,11.0663473412
96.0317793563,102.937579086
60.8919842973,NA
89.5312060421,NA
48.8679993006,106.472283621
35.6790092353,64.1333346578
0.643069762544,26.4457674118
38.4634980481,66.9911839622
0.509321652819,35.5909904959
40.1239075179,67.6806077157
339.708544483,NA
32.5900932264,133.069165781
14.5260915679,37.9358102057
74.4986071253,116.50115341
24.0150663381,48.5007785962
26.1747449587,78.7749339191
65.204220093,67.8058595452
56.5692917306,NA
56.5490222489,168.64230983
0.459044683985,14.2729482322
48.1255028498,71.4928126481
77.2924416809,85.6139841888
149.555607814,NA
21.3455965992,25.8334617201
27.4195858169,41.017195659
114.626343626,NA
57.2912730782,61.3970225565
0.402469322905,27.2968672433
13.3009670248,26.524798837
7.00318242649,20.7792636571
52.0599460104,66.2667987145
12.5701446983,NA
120.624714119,NA
49.9654632905,81.7542133313
101.836689569,103.480158531
25.9971803144,58.6825254474
32.8375624474,39.9091391335
9.64000003281,27.9079377369
41.2065889704,50.5613998092
40.6118588323,62.2298740018
8.29416432666,37.241775717
50.593923418,52.7326346877
57.6571499402,80.0464260065
23.0819964833,31.6619825742
2.93310717319,10.4963739136
2.24878726778,55.0615243803
28.7634865732,33.5843055842
65.0062920393,93.4199611577
2.10497689513,119.914049492
5.51300569338,18.2010234858
16.0328513745,38.6272976682
2.47934195613,39.3526060802
24.1181183488,44.8173447928
40.0456554706,42.8826119218
22.6706724029,26.8671718508
57.7717060803,107.437495183
27.0205184182,59.0275423213
73.8973013667,81.3653655412
168.486786036,NA
91.0420357501,NA
54.4559993475,205.948452046
42.20058274,46.2966763099
71.6593829899,86.4149068365
287.88620863,296.88262697
9.5719727256,59.2406873313
152.357943268,NA
19.6436485597,80.0797000025
76.7572690462,77.4192924047
187.276367758,NA
11.0886923574,21.7968914721
1.40066152134,119.994991563
49.7977305342,62.29238356
100.460279518,158.545620509
42.5524145046,98.0340968654
22.7802854958,NA
5.74211648148,43.5753314741
17.429395186,19.4303240728
37.8864046231,NA
13.1903058956,23.2066300375
82.8867256146,NA
120.115475078,177.980900699
40.0500152205,71.7570169919
16.4386298657,178.915389476
53.227087509,NA
3.73838700424,45.2506735837
51.832161122,87.5018179478
10.8171249591,19.0084146483
4.05249378923,37.3221641453
38.9315837292,67.3636826218
1.70791755799,26.3504700015
4.58192297934,47.6773784773
199.346948155,246.404870798
20.56348871,247.732858402
15.4663955481,68.6501599801
60.8557602828,NA
15.2388889234,53.5131838013
13.2721068658,101.735242282
35.9369539133,82.0732990633
3.67306172116,31.3511587763
55.9491379531,90.679162187
26.0846074597,27.467716774
25.0273068651,29.1594205046
26.1583093647,62.8717481721
NA,NA
55.4245991067,253.62119174
13.7431413494,183.768379979
50.3459375552,130.051573925
4.51590085834,13.7402492586
7.82441418836,21.0925004029
18.1186362561,35.6717754519
0.138612433605,8.98008377148
37.5615347254,61.2158574041
10.8123224419,18.2488261978
70.8601618611,113.69182538
24.8228301745,NA
31.5337136252,100.26487665
10.1570581972,37.6117363676
33.9544432773,135.090895136
44.8349387641,79.6140155071
21.064871097,29.5198367
53.9770985535,NA
27.9079171818,34.6733519587
39.0018860345,49.8040834178
61.5778953704,93.1281225911
27.0238529319,64.4602278851
101.895213193,NA
0.784684435537,144.748493217
8.82882611824,10.914446621
71.3735459117,305.823071953
10.3623082866,19.4120160663
79.5430693469,227.662926349
172.42747145,NA
62.3199134225,NA
22.4206789959,25.2886245975
14.4898677155,53.991172276
40.9597695745,126.191237544
173.448235423,NA
10.8139468952,116.042122792
0.15814271022,NA
8.68900251341,54.6170855266
11.3863504125,59.819676112
16.6802462965,71.5662623566
18.8695561883,19.4178535435
54.1608087307,63.3889863273
28.2801424953,29.9910576849
5.43192374002,26.9086685283
17.7962607757,38.1306851563
35.2390512765,50.6423429339
21.0744353401,29.9453355977
16.2026275992,27.6454834776
64.8376644669,66.2770597993
7.78231396261,10.2312207582
34.3165122595,66.9277787383
26.1751995283,NA
54.8809671932,57.5326033339
62.7054716599,73.3420494828
6.42323573859,56.536711541
8.21413283721,118.942604261
27.5179681892,34.4330221526
67.4177578844,104.158172022
6.01772048831,24.1323990717
2.97248031027,3.90405600306
114.382315514,130.827404693
39.3700476863,146.089747257
60.9376017546,63.7595469494
33.6568366778,71.1215854151
56.4240059587,90.5667241706
21.2984312572,108.030089628
30.1503559117,62.6851516439
6.82263697292,24.1534320895
71.9021398106,79.4725724661
122.798918296,124.28782021
16.0179334981,62.5327651656
NA,NA
40.3805637535,74.4589670489
25.3198165206,51.3447123987
0.790126121841,96.5592266907
6.19244248222,8.37454712567
73.4707897734,NA
30.1942232356,39.096388922
36.1194386928,44.7161477454
15.7546825901,210.168343003
49.7370137367,58.2440547286
20.1234317436,30.4991749098
18.7229879207,40.4494363611
19.9625289036,46.2373565549
29.0018141924,74.7778408735
0.487372748413,13.3644901627
66.2381632203,79.0836858467
4.56453751922,57.3774746414
57.9402314158,98.7806319786
39.7712030344,275.487369617
42.9859406099,55.8074311482
70.4666365362,73.4183384441
123.746725249,NA
16.4012954141,32.6546151028
34.9171128905,52.5912724575
2.10579067476,12.0094566324
65.5337032437,84.429407011
11.544793614,17.2217622979
18.0101526537,45.8030464366
5.15086593236,32.7326154367
110.060004805,110.534383362
53.3063494912,84.7802779484
76.8394751931,101.763853884
25.8442066501,55.6316344501
34.2277294048,38.8067542207
34.2284266726,39.8322016453
55.2317154743,164.5155395
74.471671969,86.0354461836
15.5770326638,47.4608616274
3.97959311064,7.64604509676
77.5068933795,NA
37.3656079682,42.5677722703
146.010952371,NA
6.49704694426,8.34317274357
46.370749207,66.3389518482
0.90323595112,21.1343717635
34.2730338757,NA
20.3098574866,38.0262211159
93.3389834489,NA
74.8707725545,90.999673868
45.0774012152,70.7863217936
23.6436874178,NA
39.2436028422,43.2891630711
11.9001854696,118.098461622
92.8897414161,119.624346757
15.8603375226,24.9972791233
3.33078518878,12.7298074128
16.8856906626,23.2878332714
3.95818823945,93.4260187825
19.4539043462,26.398561836
40.6799910191,56.0667511437
24.7299365354,30.3388166664
30.7066329724,119.013876231
4.07448925798,22.2920761565
12.2125439064,84.3579408641
41.3864514137,220.388912367
22.6986833206,60.4925115057
6.0217943159,9.25777838278
6.20438497246,27.9373488763
0.00963447601229,57.5559702096
69.8692721175,78.9766116855
27.4947561875,57.3468023078
15.699916249,85.8050849858
63.0279863916,NA
39.2224679268,98.6282465592
4.48741096954,20.5763415904
10.3168084438,38.0525004309
8.61413495162,17.3570927658
22.4981184078,22.9705713686
126.695810939,NA
67.6911146748,76.6012705182
42.7298279104,318.253048198
54.986270149,55.6899258046
9.05440276609,14.0812007997
73.4257359802,NA
26.2587473163,45.7558512906
63.6185028269,81.1985978215
63.001050368,75.3632000755
41.3193644072,72.2284828619
20.010281389,51.1362727973
15.7989441183,16.5129265687
9.95844890379,59.455366307
51.8181413239,132.221952108
14.1450205953,68.3066046661
77.4500270652,NA
11.410408067,14.0342223725
70.4285040321,108.793846228
19.1233267323,54.2422519853
40.9944775058,46.5036285353
30.1698849273,54.4364163451
60.3346341818,60.8675445301
3.87675886773,46.2134815018
75.0607460417,93.5107190154
22.0441139668,NA
8.77985702979,105.859658292
61.0246222757,244.487395456
15.3461931998,22.4923202597
52.5757388264,97.9486647225
3.81276637841,16.4254144064
13.475737604,28.671868435
0.47119757984,24.3609518915
78.0528560691,89.6028924182
0.526003679971,NA
17.417497134,103.966274597
4.02964459186,7.18924087027
100.244459215,125.348759763
53.0454005888,NA
94.6394527862,NA
56.6456796018,57.7694999976
8.25620568369,15.4104091826
38.4106670515,41.7792954353
128.998577203,NA
0.535745415439,6.61727750754
8.50570529564,9.71566416697
